Country,WarmingRatePerYear,WarmingRatePerDecade,Intercept
Afghanistan,0.013783816017294087,0.13783816017294087,-12.909413870438222
Pakistan,0.010967916432553673,0.10967916432553673,2.6836602647002996
India,0.007936357602429221,0.07936357602429221,10.123844430744324
Nepal,0.007807302403758533,0.07807302403758533,3.0625468904883606
Sri Lanka,0.007582549799855569,0.07582549799855569,12.160362783444164
Bangladesh,0.007131286786557916,0.07131286786557915,11.382248166950156
